library,executionTime,memoryUsage,outputSize,compressionRatio,complexityScore,operationType,documentSize,iteration,timestamp,complexityRange,throughput,memoryKB,outputSizeKB
"json-diff-kit",24.86200000000099,13890855,2111632,2236.7324456872902,579,"Add comprehensive autoscaling,Add comprehensive CI config,Add comprehensive logging setup,Batch update service resources,Setup multi-service network configuration,Add post build command,Add fromService environment variable,Configure datadog integration,Add post build command,Configure port health checks for network server,Add autoscaling configuration,Add network server ports,Modify port configuration,Configure port health checks for network server,Remove environment variable,Change port number,Add single environment variable,Add static site with SPA config,Toggle inject env variables,Add static site with SPA config,Add dependency between services",94407,203,2025-06-28T19:19:32.601Z,"Very High",40.22,13565.29,2062.14
"schema-aggregated",20.656958999999915,0,4588246,3923.8247543465063,682,"Add comprehensive autoscaling,Batch update service resources,Add comprehensive logging setup,Add comprehensive CI config,Add S3 bucket service,Add comprehensive service with all features,Add comprehensive autoscaling,Configure RDS connection string env var,Configure cross-service environment variables,Add fromService environment variable,Configure container registry,Add autoscaling configuration,Add new static service,Toggle multi-AZ for RDS,Add experimental features,Remove dependencies,Change target type,Add build commands,Change health check interval,Add health check grace period,Change environment region,Change storage size,Change target type,Change min instances,Add health check grace period,Add start command,Toggle container insights",116933,204,2025-06-28T19:19:32.601Z,"Very High",48.41,0.00,4480.71
"json-diff-kit",32.02608400000463,22769678,2600911,2224.2745845911763,682,"Add comprehensive autoscaling,Batch update service resources,Add comprehensive logging setup,Add comprehensive CI config,Add S3 bucket service,Add comprehensive service with all features,Add comprehensive autoscaling,Configure RDS connection string env var,Configure cross-service environment variables,Add fromService environment variable,Configure container registry,Add autoscaling configuration,Add new static service,Toggle multi-AZ for RDS,Add experimental features,Remove dependencies,Change target type,Add build commands,Change health check interval,Add health check grace period,Change environment region,Change storage size,Change target type,Change min instances,Add health check grace period,Add start command,Toggle container insights",116933,204,2025-06-28T19:19:32.601Z,"Very High",31.22,22236.01,2539.95
"schema-aggregated",31.85558399999718,9163693,4858495,2177.75003697943,619,"Add comprehensive service with all features,Setup multi-service network configuration,Setup scheduler with multiple jobs,Setup scheduler with multiple jobs,Add lambda function service,Setup scheduler with multiple jobs,Add private web service,Add network server ports,Configure cross-service environment variables,Add docker labels,Add post build command,Add permissions configuration,Add new worker service,Add lambda function with docker,Add new RDS service,Add elasticache service,Remove a service,Add watch paths,Change environment region,Change storage size,Add watch paths,Change service memory,Add logging configuration,Change docker context,Change base path,Change dockerfile path,Add S3 bucket policy,Remove environment variable,Toggle origin shield,Change max instances",223097,205,2025-06-28T19:19:32.601Z,"Very High",31.39,8948.92,4744.62
"json-diff-kit",54.976167000000714,0,2708217,1213.919057629641,619,"Add comprehensive service with all features,Setup multi-service network configuration,Setup scheduler with multiple jobs,Setup scheduler with multiple jobs,Add lambda function service,Setup scheduler with multiple jobs,Add private web service,Add network server ports,Configure cross-service environment variables,Add docker labels,Add post build command,Add permissions configuration,Add new worker service,Add lambda function with docker,Add new RDS service,Add elasticache service,Remove a service,Add watch paths,Change environment region,Change storage size,Add watch paths,Change service memory,Add logging configuration,Change docker context,Change base path,Change dockerfile path,Add S3 bucket policy,Remove environment variable,Toggle origin shield,Change max instances",223097,205,2025-06-28T19:19:32.601Z,"Very High",18.19,0.00,2644.74
"schema-aggregated",22.702166999995825,0,4664218,3024.7846952010377,533,"Configure comprehensive permissions,Add comprehensive logging setup,Add lambda function service,Configure comprehensive permissions,Configure comprehensive permissions,Add environment variables with different types,Add autoscaling configuration,Configure lambda function URL,Add fromService environment variable,Modify RDS settings,Add new web service,Add network server ports,Modify port configuration,Add new RDS service,Change service name,Remove dependencies,Change version history count,Add logging configuration,Remove dependencies,Add static site with SPA config,Change version history count,Toggle container insights,Toggle CloudFront cache invalidation,Add start command,Change source branch",154200,206,2025-06-28T19:19:32.601Z,"Very High",44.05,0.00,4554.90
"json-diff-kit",36.04591600000276,20913993,2751499,1784.370298313878,533,"Configure comprehensive permissions,Add comprehensive logging setup,Add lambda function service,Configure comprehensive permissions,Configure comprehensive permissions,Add environment variables with different types,Add autoscaling configuration,Configure lambda function URL,Add fromService environment variable,Modify RDS settings,Add new web service,Add network server ports,Modify port configuration,Add new RDS service,Change service name,Remove dependencies,Change version history count,Add logging configuration,Remove dependencies,Add static site with SPA config,Change version history count,Toggle container insights,Toggle CloudFront cache invalidation,Add start command,Change source branch",154200,206,2025-06-28T19:19:32.601Z,"Very High",27.74,20423.82,2687.01
"schema-aggregated",18.39458300000115,2727964,2955675,1918.4348367917853,697,"Add environment-level env variables,Setup multi-service network configuration,Add comprehensive CI config,Add comprehensive service with all features,Add network-server service,Add private web service,Add comprehensive service with all features,Add docker labels,Configure lambda function URL,Modify storage type for RDS,Configure RDS with advanced settings,Add new static service,Add autoscaling configuration,Add elasticache service,Configure container registry,Remove a service,Add health check grace period,Add pre/post deploy commands,Change PR source configuration,Change port number,Toggle CloudFront cache invalidation,Remove environment variable,Add single environment variable,Remove environment variable,Change service type from web to worker,Add experimental features,Add static site with SPA config,Change service memory",154067,207,2025-06-28T19:19:32.601Z,"Very High",54.36,2664.03,2886.40
"json-diff-kit",19.93016699999862,11138421,1640191,1064.595922553175,697,"Add environment-level env variables,Setup multi-service network configuration,Add comprehensive CI config,Add comprehensive service with all features,Add network-server service,Add private web service,Add comprehensive service with all features,Add docker labels,Configure lambda function URL,Modify storage type for RDS,Configure RDS with advanced settings,Add new static service,Add autoscaling configuration,Add elasticache service,Configure container registry,Remove a service,Add health check grace period,Add pre/post deploy commands,Change PR source configuration,Change port number,Toggle CloudFront cache invalidation,Remove environment variable,Add single environment variable,Remove environment variable,Change service type from web to worker,Add experimental features,Add static site with SPA config,Change service memory",154067,207,2025-06-28T19:19:32.601Z,"Very High",50.18,10877.36,1601.75
"schema-aggregated",7.754582999994454,0,1365578,1300.2532754418037,558,"Add environment-level env variables,Add comprehensive service with all features,Add network-server service,Create service dependency chain,Add private web service,Configure RDS with advanced settings,Configure RDS connection string env var,Configure target with ECS EC2,Configure cross-service environment variables,Add scheduler jobs,Modify storage type for RDS,Add integrations,Change docker context,Change source branch,Modify container image source,Change storage size,Change PR source configuration,Change environment name,Change source branch,Modify autoscaling thresholds,Toggle container insights,Toggle container insights,Add watch paths,Remove environment variable,Change sticky sessions duration,Add static site with SPA config",105024,208,2025-06-28T19:19:32.601Z,"Very High",128.96,0.00,1333.57
"json-diff-kit",11.977208999996947,7073503,1124351,1070.5657754418037,558,"Add environment-level env variables,Add comprehensive service with all features,Add network-server service,Create service dependency chain,Add private web service,Configure RDS with advanced settings,Configure RDS connection string env var,Configure target with ECS EC2,Configure cross-service environment variables,Add scheduler jobs,Modify storage type for RDS,Add integrations,Change docker context,Change source branch,Modify container image source,Change storage size,Change PR source configuration,Change environment name,Change source branch,Modify autoscaling thresholds,Toggle container insights,Toggle container insights,Add watch paths,Remove environment variable,Change sticky sessions duration,Add static site with SPA config",105024,208,2025-06-28T19:19:32.601Z,"Very High",83.49,6907.72,1098.00
"schema-aggregated",12.298582999996142,0,2765439,3559.352596692194,756,"Setup multi-service network configuration,Batch update service resources,Create service dependency chain,Batch update service resources,Batch update service resources,Add S3 bucket service,Add comprehensive logging setup,Add comprehensive service with all features,Configure RDS connection string env var,Add new static service,Configure lambda function URL,Configure port health checks for network server,Modify RDS settings,Add network server ports,Change target type,Toggle CloudFront cache invalidation,Toggle origin shield,Add experimental features,Change service name,Add static site with SPA config,Toggle multi-AZ for RDS,Change service CPU,Modify container image source,Toggle inject env variables",77695,209,2025-06-28T19:19:32.602Z,"Very High",81.31,0.00,2700.62
"json-diff-kit",16.00616699999955,9758813,1521070,1957.7450286376215,756,"Setup multi-service network configuration,Batch update service resources,Create service dependency chain,Batch update service resources,Batch update service resources,Add S3 bucket service,Add comprehensive logging setup,Add comprehensive service with all features,Configure RDS connection string env var,Add new static service,Configure lambda function URL,Configure port health checks for network server,Modify RDS settings,Add network server ports,Change target type,Toggle CloudFront cache invalidation,Toggle origin shield,Add experimental features,Change service name,Add static site with SPA config,Toggle multi-AZ for RDS,Change service CPU,Modify container image source,Toggle inject env variables",77695,209,2025-06-28T19:19:32.602Z,"Very High",62.48,9530.09,1485.42
"schema-aggregated",11.667458999996597,0,2148031,2068.517198875236,588,"Add private web service,Add comprehensive autoscaling,Add network-server service,Create service dependency chain,Add S3 bucket service,Add lambda function service,Add comprehensive service with all features,Add scheduler jobs,Add environment variables with different types,Add permissions configuration,Add network server ports,Configure port health checks for network server,Add pre/post deploy commands,Add static site with SPA config,Add S3 bucket policy,Change service memory,Toggle source trigger,Change health check timeout,Add experimental features,Change environment region,Toggle source trigger,Change service name,Change environment region,Change storage size,Change health check timeout,Change min instances,Remove dependencies",103844,210,2025-06-28T19:19:32.602Z,"Very High",85.71,0.00,2097.69
"json-diff-kit",11.256958000005397,0,1247192,1201.0246138438426,588,"Add private web service,Add comprehensive autoscaling,Add network-server service,Create service dependency chain,Add S3 bucket service,Add lambda function service,Add comprehensive service with all features,Add scheduler jobs,Add environment variables with different types,Add permissions configuration,Add network server ports,Configure port health checks for network server,Add pre/post deploy commands,Add static site with SPA config,Add S3 bucket policy,Change service memory,Toggle source trigger,Change health check timeout,Add experimental features,Change environment region,Toggle source trigger,Change service name,Change environment region,Change storage size,Change health check timeout,Change min instances,Remove dependencies",103844,210,2025-06-28T19:19:32.602Z,"Very High",88.83,0.00,1217.96
"schema-aggregated",18.251416999999492,0,2767517,2089.6856618618663,607,"Add comprehensive service with all features,Add comprehensive service with all features,Create service dependency chain,Add comprehensive autoscaling,Configure datadog integration,Add VPC configuration,Configure lambda function URL,Modify port configuration,Configure port health checks for network server,Configure port health checks for network server,Reorder services,Configure RDS with advanced settings,Configure datadog integration,Add health check grace period,Add experimental features,Add start command,Change environment region,Add integrations,Change build type,Change target type,Remove environment variable,Toggle CloudFront cache invalidation,Change service name,Add experimental features,Change docker context,Add start command",132437,211,2025-06-28T19:19:32.602Z,"Very High",54.79,0.00,2702.65
"json-diff-kit",22.90545800000109,12315666,1584518,1196.4315108315652,607,"Add comprehensive service with all features,Add comprehensive service with all features,Create service dependency chain,Add comprehensive autoscaling,Configure datadog integration,Add VPC configuration,Configure lambda function URL,Modify port configuration,Configure port health checks for network server,Configure port health checks for network server,Reorder services,Configure RDS with advanced settings,Configure datadog integration,Add health check grace period,Add experimental features,Add start command,Change environment region,Add integrations,Change build type,Change target type,Remove environment variable,Toggle CloudFront cache invalidation,Change service name,Add experimental features,Change docker context,Add start command",132437,211,2025-06-28T19:19:32.602Z,"Very High",43.66,12027.02,1547.38
"schema-aggregated",28.44854199999827,0,4594922,2042.0241936200662,581,"Create service dependency chain,Create service dependency chain,Setup multi-service network configuration,Setup multi-service network configuration,Remove a service,Configure lambda function URL,Add new RDS service,Modify elasticache settings,Configure Lambda VPC,Configure port health checks for network server,Configure Lambda VPC,Reorder services,Configure RDS with advanced settings,Add experimental features,Remove dependencies,Change health check interval,Toggle privileged mode,Change sticky sessions duration,Add scheduler with job timeout and resource overrides,Modify container image source,Toggle inject env variables,Change base path,Change health check interval,Change version history count,Change min instances",225018,212,2025-06-28T19:19:32.602Z,"Very High",35.15,0.00,4487.23
"json-diff-kit",44.03874999999971,27433857,2511276,1116.0333839959471,581,"Create service dependency chain,Create service dependency chain,Setup multi-service network configuration,Setup multi-service network configuration,Remove a service,Configure lambda function URL,Add new RDS service,Modify elasticache settings,Configure Lambda VPC,Configure port health checks for network server,Configure Lambda VPC,Reorder services,Configure RDS with advanced settings,Add experimental features,Remove dependencies,Change health check interval,Toggle privileged mode,Change sticky sessions duration,Add scheduler with job timeout and resource overrides,Modify container image source,Toggle inject env variables,Change base path,Change health check interval,Change version history count,Change min instances",225018,212,2025-06-28T19:19:32.602Z,"Very High",22.71,26790.88,2452.42
"schema-aggregated",15.222708000001148,0,2784515,2036.3424283865118,526,"Add S3 bucket service,Setup multi-service network configuration,Add environment-level env variables,Add private web service,Setup multi-service network configuration,Add elasticache service,Add docker labels,Add VPC configuration,Add autoscaling configuration,Add new worker service,Configure target with ECS EC2,Configure RDS connection string env var,Change target type,Change port number,Add experimental features,Modify autoscaling thresholds,Modify autoscaling thresholds,Change health check timeout,Remove environment variable,Change service ID,Add sidecar containers,Add logging configuration,Toggle privileged mode,Change docker context,Add sidecar containers",136741,213,2025-06-28T19:19:32.602Z,"Very High",65.69,0.00,2719.25
"json-diff-kit",19.643709000003582,11973895,1543776,1128.9781411573704,526,"Add S3 bucket service,Setup multi-service network configuration,Add environment-level env variables,Add private web service,Setup multi-service network configuration,Add elasticache service,Add docker labels,Add VPC configuration,Add autoscaling configuration,Add new worker service,Configure target with ECS EC2,Configure RDS connection string env var,Change target type,Change port number,Add experimental features,Modify autoscaling thresholds,Modify autoscaling thresholds,Change health check timeout,Remove environment variable,Change service ID,Add sidecar containers,Add logging configuration,Toggle privileged mode,Change docker context,Add sidecar containers",136741,213,2025-06-28T19:19:32.602Z,"Very High",50.91,11693.26,1507.59
"schema-aggregated",21.92054199999984,0,3552222,1917.9532312144659,630,"Add comprehensive service with all features,Create service dependency chain,Add comprehensive service with all features,Add lambda function service,Add comprehensive CI config,Setup multi-service network configuration,Configure datadog integration,Add autoscaling configuration,Add environment variables with different types,Modify RDS settings,Configure target with ECS EC2,Configure target with ECS EC2,Add environment variables with different types,Modify container image source,Change docker context,Add pre/post deploy commands,Add logging configuration,Add logging configuration,Change storage size,Add experimental features,Change dockerfile path,Add scheduler with job timeout and resource overrides,Change sticky sessions duration,Add scheduler with job timeout and resource overrides",185209,214,2025-06-28T19:19:32.602Z,"Very High",45.62,0.00,3468.97
"json-diff-kit",42.38891699999658,17181755,1974825,1066.2683778866037,630,"Add comprehensive service with all features,Create service dependency chain,Add comprehensive service with all features,Add lambda function service,Add comprehensive CI config,Setup multi-service network configuration,Configure datadog integration,Add autoscaling configuration,Add environment variables with different types,Modify RDS settings,Configure target with ECS EC2,Configure target with ECS EC2,Add environment variables with different types,Modify container image source,Change docker context,Add pre/post deploy commands,Add logging configuration,Add logging configuration,Change storage size,Add experimental features,Change dockerfile path,Add scheduler with job timeout and resource overrides,Change sticky sessions duration,Add scheduler with job timeout and resource overrides",185209,214,2025-06-28T19:19:32.602Z,"Very High",23.59,16779.06,1928.54
"schema-aggregated",8.22295899999881,0,1174745,1220.159330272752,518,"Add network-server service,Add network-server service,Add environment-level env variables,Add comprehensive CI config,Add comprehensive service with all features,Add new RDS service,Add environment variables with different types,Configure RDS connection string env var,Add environment variables with different types,Configure cross-service environment variables,Add network server ports,Add fromService environment variable,Add new static service,Change service memory,Toggle container insights,Change health check timeout,Change dockerfile path,Remove dependencies,Add experimental features,Remove environment variable,Change max instances,Change service ID,Change service name",96278,215,2025-06-28T19:19:32.602Z,"Very High",121.61,0.00,1147.21
"json-diff-kit",11.960707999998704,0,1025286,1064.9224121813913,518,"Add network-server service,Add network-server service,Add environment-level env variables,Add comprehensive CI config,Add comprehensive service with all features,Add new RDS service,Add environment variables with different types,Configure RDS connection string env var,Add environment variables with different types,Configure cross-service environment variables,Add network server ports,Add fromService environment variable,Add new static service,Change service memory,Toggle container insights,Change health check timeout,Change dockerfile path,Remove dependencies,Add experimental features,Remove environment variable,Change max instances,Change service ID,Change service name",96278,215,2025-06-28T19:19:32.602Z,"Very High",83.61,0.00,1001.26
"schema-aggregated",22.953291999998328,0,4504160,3016.6903313955045,720,"Add environment-level env variables,Add S3 bucket service,Configure comprehensive permissions,Add environment-level env variables,Batch update service resources,Batch update service resources,Add environment-level env variables,Add S3 bucket service,Add lambda function with docker,Add docker labels,Configure container registry,Configure target with ECS EC2,Add elasticache service,Add post build command,Configure target with ECS EC2,Modify autoscaling thresholds,Add static site with SPA config,Add start command,Change max instances,Add build commands,Change health check path,Add CI configuration,Change service name,Add single environment variable,Toggle privileged mode,Change service memory,Change service type from web to worker,Toggle privileged mode",149308,216,2025-06-28T19:19:32.602Z,"Very High",43.57,0.00,4398.59
"json-diff-kit",36.121124999997846,22442648,2531587,1695.5467891874516,720,"Add environment-level env variables,Add S3 bucket service,Configure comprehensive permissions,Add environment-level env variables,Batch update service resources,Batch update service resources,Add environment-level env variables,Add S3 bucket service,Add lambda function with docker,Add docker labels,Configure container registry,Configure target with ECS EC2,Add elasticache service,Add post build command,Configure target with ECS EC2,Modify autoscaling thresholds,Add static site with SPA config,Add start command,Change max instances,Add build commands,Change health check path,Add CI configuration,Change service name,Add single environment variable,Toggle privileged mode,Change service memory,Change service type from web to worker,Toggle privileged mode",149308,216,2025-06-28T19:19:32.602Z,"Very High",27.68,21916.65,2472.25
"schema-aggregated",3.85858300000109,0,670664,1791.9256151975849,724,"Create service dependency chain,Setup scheduler with multiple jobs,Batch update service resources,Add environment-level env variables,Add comprehensive CI config,Add S3 bucket service,Add comprehensive CI config,Add new worker service,Configure target with ECS EC2,Add new static service,Configure lambda function URL,Modify storage type for RDS,Add autoscaling configuration,Add environment variables with different types,Modify elasticache settings,Modify storage type for RDS,Configure port health checks for network server,Change service ID,Remove environment variable,Add sidecar containers,Remove dependencies,Change min instances,Change service memory",37427,217,2025-06-28T19:19:32.602Z,"Very High",259.16,0.00,654.95
"json-diff-kit",2.4378339999966556,0,352702,942.3731530713121,724,"Create service dependency chain,Setup scheduler with multiple jobs,Batch update service resources,Add environment-level env variables,Add comprehensive CI config,Add S3 bucket service,Add comprehensive CI config,Add new worker service,Configure target with ECS EC2,Add new static service,Configure lambda function URL,Modify storage type for RDS,Add autoscaling configuration,Add environment variables with different types,Modify elasticache settings,Modify storage type for RDS,Configure port health checks for network server,Change service ID,Remove environment variable,Add sidecar containers,Remove dependencies,Change min instances,Change service memory",37427,217,2025-06-28T19:19:32.602Z,"Very High",410.20,0.00,344.44
"schema-aggregated",7.055457999995269,0,1533900,3662.2576640244483,553,"Batch update service resources,Add comprehensive logging setup,Add comprehensive CI config,Add comprehensive autoscaling,Remove a service,Add VPC configuration,Modify port configuration,Reorder services,Configure lambda function URL,Add new web service,Add firelens logging config,Reorder services,Configure target with ECS EC2,Add elasticache service,Add CI configuration,Modify autoscaling thresholds,Change dockerfile path,Toggle origin shield,Add S3 bucket policy,Change service memory,Change sticky sessions duration,Add build commands,Add static site with SPA config,Add CI configuration,Add health check grace period",41884,218,2025-06-28T19:19:32.602Z,"Very High",141.73,0.00,1497.95
"json-diff-kit",9.064583000006678,6503842,860368,2054.1686562887976,553,"Batch update service resources,Add comprehensive logging setup,Add comprehensive CI config,Add comprehensive autoscaling,Remove a service,Add VPC configuration,Modify port configuration,Reorder services,Configure lambda function URL,Add new web service,Add firelens logging config,Reorder services,Configure target with ECS EC2,Add elasticache service,Add CI configuration,Modify autoscaling thresholds,Change dockerfile path,Toggle origin shield,Add S3 bucket policy,Change service memory,Change sticky sessions duration,Add build commands,Add static site with SPA config,Add CI configuration,Add health check grace period",41884,218,2025-06-28T19:19:32.602Z,"Very High",110.32,6351.41,840.20
"schema-aggregated",4.810084000004281,0,75498,36.67818051972658,579,"Configure comprehensive permissions,Add comprehensive service with all features,Add lambda function service,Add private web service,Setup scheduler with multiple jobs,Add lambda function service,Setup scheduler with multiple jobs,Add scheduler jobs,Add network server ports,Add elasticache service,Add lambda function with docker,Configure container registry,Modify port configuration,Add scheduler jobs,Modify elasticache settings,Change service name,Change environment region,Change service CPU,Toggle CloudFront cache invalidation,Add build commands,Change environment region,Change sticky sessions duration,Change health check interval,Toggle sticky sessions,Change PR source configuration,Change sticky sessions duration,Toggle multi-AZ for RDS,Add CI configuration",205839,219,2025-06-28T19:19:32.602Z,"Very High",207.90,0.00,73.73
"json-diff-kit",30.076584000002185,18761541,1888802,917.611337015823,579,"Configure comprehensive permissions,Add comprehensive service with all features,Add lambda function service,Add private web service,Setup scheduler with multiple jobs,Add lambda function service,Setup scheduler with multiple jobs,Add scheduler jobs,Add network server ports,Add elasticache service,Add lambda function with docker,Configure container registry,Modify port configuration,Add scheduler jobs,Modify elasticache settings,Change service name,Change environment region,Change service CPU,Toggle CloudFront cache invalidation,Add build commands,Change environment region,Change sticky sessions duration,Change health check interval,Toggle sticky sessions,Change PR source configuration,Change sticky sessions duration,Toggle multi-AZ for RDS,Add CI configuration",205839,219,2025-06-28T19:19:32.602Z,"Very High",33.25,18321.82,1844.53
"schema-aggregated",20.632166000003053,0,3439741,2072.0707207614228,540,"Add environment-level env variables,Add comprehensive autoscaling,Configure comprehensive permissions,Setup scheduler with multiple jobs,Add environment-level env variables,Add comprehensive CI config,Modify RDS settings,Add new worker service,Reorder services,Configure container registry,Add VPC configuration,Modify storage type for RDS,Change service ID,Change source branch,Add watch paths,Change sticky sessions duration,Change base path,Toggle origin shield,Modify container image source,Change docker context",166005,220,2025-06-28T19:19:32.602Z,"Very High",48.47,0.00,3359.12
"json-diff-kit",29.888082999998005,19069328,1975935,1190.2864371555074,540,"Add environment-level env variables,Add comprehensive autoscaling,Configure comprehensive permissions,Setup scheduler with multiple jobs,Add environment-level env variables,Add comprehensive CI config,Modify RDS settings,Add new worker service,Reorder services,Configure container registry,Add VPC configuration,Modify storage type for RDS,Change service ID,Change source branch,Add watch paths,Change sticky sessions duration,Change base path,Toggle origin shield,Modify container image source,Change docker context",166005,220,2025-06-28T19:19:32.602Z,"Very High",33.46,18622.39,1929.62
"schema-aggregated",17.371084000005794,0,4395054,2517.804295395826,654,"Add network-server service,Add environment-level env variables,Add private web service,Add comprehensive autoscaling,Setup multi-service network configuration,Add comprehensive CI config,Add comprehensive service with all features,Add VPC configuration,Add fromService environment variable,Add new static service,Add elasticache service,Add permissions configuration,Add new web service,Modify port configuration,Add autoscaling configuration,Add watch paths,Change max instances,Change PR source configuration,Add integrations,Change environment ID,Toggle multi-AZ for RDS,Toggle container insights,Remove dependencies,Toggle inject env variables,Change build type,Change service memory,Toggle container insights",174559,221,2025-06-28T19:19:32.602Z,"Very High",57.57,0.00,4292.04
"json-diff-kit",34.12395799999649,18780472,2345051,1343.4145475168855,654,"Add network-server service,Add environment-level env variables,Add private web service,Add comprehensive autoscaling,Setup multi-service network configuration,Add comprehensive CI config,Add comprehensive service with all features,Add VPC configuration,Add fromService environment variable,Add new static service,Add elasticache service,Add permissions configuration,Add new web service,Modify port configuration,Add autoscaling configuration,Add watch paths,Change max instances,Change PR source configuration,Add integrations,Change environment ID,Toggle multi-AZ for RDS,Toggle container insights,Remove dependencies,Toggle inject env variables,Change build type,Change service memory,Toggle container insights",174559,221,2025-06-28T19:19:32.602Z,"Very High",29.30,18340.30,2290.09
"schema-aggregated",2.7059170000065933,0,499615,2273.4574080815437,673,"Add private web service,Setup multi-service network configuration,Add network-server service,Add lambda function service,Add S3 bucket service,Add S3 bucket service,Setup scheduler with multiple jobs,Configure cross-service environment variables,Configure lambda function URL,Add fromService environment variable,Configure cross-service environment variables,Configure target with ECS EC2,Add network server ports,Add scheduler jobs,Modify elasticache settings,Configure Lambda VPC,Configure lambda function URL,Toggle sticky sessions,Toggle inject env variables,Change service type from web to worker,Add health check grace period,Change health check path,Change max instances,Change version history count,Change max instances,Toggle sticky sessions,Change dockerfile path,Change version history count",21976,222,2025-06-28T19:19:32.602Z,"Very High",369.56,0.00,487.91
"json-diff-kit",1.7044999999998254,0,280619,1276.9339279213686,673,"Add private web service,Setup multi-service network configuration,Add network-server service,Add lambda function service,Add S3 bucket service,Add S3 bucket service,Setup scheduler with multiple jobs,Configure cross-service environment variables,Configure lambda function URL,Add fromService environment variable,Configure cross-service environment variables,Configure target with ECS EC2,Add network server ports,Add scheduler jobs,Modify elasticache settings,Configure Lambda VPC,Configure lambda function URL,Toggle sticky sessions,Toggle inject env variables,Change service type from web to worker,Add health check grace period,Change health check path,Change max instances,Change version history count,Change max instances,Toggle sticky sessions,Change dockerfile path,Change version history count",21976,222,2025-06-28T19:19:32.602Z,"Very High",586.68,0.00,274.04
"schema-aggregated",3.3075840000019525,0,821373,2313.8571187109133,559,"Setup multi-service network configuration,Configure comprehensive permissions,Configure comprehensive permissions,Create service dependency chain,Add post build command,Add docker labels,Add new web service,Reorder services,Add new RDS service,Add scheduler jobs,Configure cross-service environment variables,Add autoscaling configuration,Add firelens logging config,Configure cross-service environment variables,Add static site with SPA config,Add health check grace period,Change environment name,Change service ID,Toggle CloudFront cache invalidation,Change service name,Add build commands,Change health check path,Toggle privileged mode,Add integrations,Add logging configuration,Change environment ID,Change service type from web to worker,Add logging configuration",35498,223,2025-06-28T19:19:32.602Z,"Very High",302.34,0.00,802.12
"json-diff-kit",2.763208999997005,0,427750,1204.9974646458954,559,"Setup multi-service network configuration,Configure comprehensive permissions,Configure comprehensive permissions,Create service dependency chain,Add post build command,Add docker labels,Add new web service,Reorder services,Add new RDS service,Add scheduler jobs,Configure cross-service environment variables,Add autoscaling configuration,Add firelens logging config,Configure cross-service environment variables,Add static site with SPA config,Add health check grace period,Change environment name,Change service ID,Toggle CloudFront cache invalidation,Change service name,Add build commands,Change health check path,Toggle privileged mode,Add integrations,Add logging configuration,Change environment ID,Change service type from web to worker,Add logging configuration",35498,223,2025-06-28T19:19:32.602Z,"Very High",361.90,0.00,417.72
"schema-aggregated",1.5820830000011483,0,331991,2694.7321428571427,602,"Add S3 bucket service,Setup multi-service network configuration,Add comprehensive service with all features,Add comprehensive service with all features,Setup multi-service network configuration,Add comprehensive autoscaling,Add firelens logging config,Add autoscaling configuration,Configure lambda function URL,Remove a service,Configure container registry,Add permissions configuration,Add new web service,Modify autoscaling thresholds,Change service CPU,Change base path,Add dependency between services,Toggle container insights,Toggle inject env variables,Add static site with SPA config,Add pre/post deploy commands,Change health check timeout,Add static site with SPA config",12320,224,2025-06-28T19:19:32.602Z,"Very High",632.08,0.00,324.21
"json-diff-kit",0.9890840000007302,0,186619,1514.7646103896104,602,"Add S3 bucket service,Setup multi-service network configuration,Add comprehensive service with all features,Add comprehensive service with all features,Setup multi-service network configuration,Add comprehensive autoscaling,Add firelens logging config,Add autoscaling configuration,Configure lambda function URL,Remove a service,Configure container registry,Add permissions configuration,Add new web service,Modify autoscaling thresholds,Change service CPU,Change base path,Add dependency between services,Toggle container insights,Toggle inject env variables,Add static site with SPA config,Add pre/post deploy commands,Change health check timeout,Add static site with SPA config",12320,224,2025-06-28T19:19:32.602Z,"Very High",1011.04,0.00,182.25
"schema-aggregated",1.9179589999985183,0,376235,2013.6748019695997,698,"Add environment-level env variables,Setup multi-service network configuration,Add network-server service,Create service dependency chain,Add comprehensive CI config,Add comprehensive CI config,Add elasticache service,Configure lambda function URL,Add environment variables with different types,Configure RDS with advanced settings,Add lambda function with docker,Modify storage type for RDS,Configure datadog integration,Configure port health checks for network server,Add static site with SPA config,Change environment name,Add scheduler with job timeout and resource overrides,Change source branch,Add integrations,Change service ID,Change PR source configuration,Remove dependencies,Change service type from web to worker,Toggle source trigger,Add integrations,Change service memory,Add experimental features,Toggle multi-AZ for RDS,Change base path",18684,225,2025-06-28T19:19:32.602Z,"Very High",521.39,0.00,367.42
"json-diff-kit",1.0864590000055614,0,206787,1106.7597944765575,698,"Add environment-level env variables,Setup multi-service network configuration,Add network-server service,Create service dependency chain,Add comprehensive CI config,Add comprehensive CI config,Add elasticache service,Configure lambda function URL,Add environment variables with different types,Configure RDS with advanced settings,Add lambda function with docker,Modify storage type for RDS,Configure datadog integration,Configure port health checks for network server,Add static site with SPA config,Change environment name,Add scheduler with job timeout and resource overrides,Change source branch,Add integrations,Change service ID,Change PR source configuration,Remove dependencies,Change service type from web to worker,Toggle source trigger,Add integrations,Change service memory,Add experimental features,Toggle multi-AZ for RDS,Change base path",18684,225,2025-06-28T19:19:32.602Z,"Very High",920.42,0.00,201.94
